ter_id,nombre,lugar_over,direccion,provincia,departamento,telefono,latitud,longitud
595,AYACUCHO / HUAMANGA / CARMEN ALTO / CARMEN ALTO,CARMEN ALTO,"ASENTAMIENTO HUMANO CARMEN ALTO MZ B1 LOTE 9 ZONA II ACUCHIMAY CARMEN ALTO – HUAMANGA- AYACUCHO, REF. A 1 CUADRA DE LA MUNICIPALIDAD DE CARMEN ALTO",HUAMANGA,AYACUCHO,(01) 500 7878,-13.178.399.652.891,-74.220.495.670.554
596,LA LIBERTAD / TRUJILLO / TRUJILLO / AV HNOS UCEDA - AMERICA NORTE,AV HNOS UCEDA - AMERICA NORTE,"AV. HERMANOS UCEDA MEZA N° 269 URB MIRAFLORES II ETAPA - TRUJILLO - TRUJILLO - LA LIBERTAD, REF. A UNA CDRA. DE AV. AMERICA NORTE. / ENTRE AV. MIRAFLORES Y AV. SALVADOR LARA",TRUJILLO,LA LIBERTAD,(01) 500 7878,-80.988.234.915.918,-7.902.339.297.055
597,CUSCO / QUISPICANCHI / OROPESA / OROPESA,OROPESA,"SEC. CHIMPAPAMPA APV. JOSE CCARLOS MAREATEGUI S/N, OROPESA - QUISPICANCHI - CUSCO, REF. A UNA CDRA. DE LA CARRETA A URCOS / A UNA CDRA. DE LA PANIFICADORA CACHITO AMARILLO",QUISPICANCHI,CUSCO,(01) 500 7878,-13.600.056.251.744,-7.176.866.737.056
598,PUNO / PUNO / PUNO / ALTO PUNO,ALTO PUNO,"URB. SAN PEDRO-ALTO PUNO, AV LA CULTURA N° 160, PUNO - PUNO - PUNO, REF. A TRES CDRAS. DE LA AV. QUE VA A JULIACA / A DOS CDRAS. DEL GRIFO BRONCO",PUNO,PUNO,(01) 500 7878,-15.817.227.035.489,-700.309.222
599,PIURA / TALARA / PARINAS / TALARA ALTA 9 DE OCTUBRE,TALARA ALTA 9 DE OCTUBRE,"MZ. N-10 AA.HH 9 DE OCTUBRE TALARA ALTA, PARIÑAS - TALARA - PIURA, REF. A 1 CDRA. ANTES DE AMECFA",TALARA,PIURA,(01) 500 7878,-4.591.314.005.199,-81.252.495.670.549
600,LAMBAYEQUE / CHICLAYO / MONSEFU / MONSEFU,MONSEFU,"AV. VENEZUELA N° 221, MONSEFÚ - CHICLAYO - LAMBAYEQUE, REF. REF 01: A MEDIA CDRA. DE LA CALLE DIEGO FERRE Y A CDRA. Y MEDIA DEL PARQUE ARTESANAL DE MONSEFÚ",CHICLAYO,LAMBAYEQUE,(01) 500 7878,-68.800.297.971.621,-79.868.249.329.452
601,CALLAO / CALLAO / CALLAO / AV SAENZ PEÑA ,AV SAENZ PEÑA ,"AV. SAENZ PEÑA N° 414 - 416 - CALLAO - CALLAO, REF. CRUCE CON AV. MARCO POLO",CALLAO,CALLAO,(01) 500 7878,-12.061.012.700.004.200,-7.714.257.909.998.510
602,LAMBAYEQUE / CHICLAYO / CHICLAYO / AV LAS AMERICAS,AV LAS AMERICAS,"AV. LAS AMÉRICAS LT. 42 MZ. D, URB. MONTERRICO - I ETAPA, CHICLAYO - CHICLAYO - LAMBAYEQUE, REF. A MEDIA CDRA. ENTRE LA AV. COLECTORA Y AV. LAS AMERICAS Y A MEDIA CDRA. DEL GRIFO SR. DE SIPÁN",CHICLAYO,LAMBAYEQUE,(01) 500 7878,-67.805.011.639.111,-79.852.166.441.757
603,ICA / CHINCHA / CHINCHA ALTA / CALLE LOS ANGELES,CALLE LOS ANGELES,"CALLE LOS ÁNGELES N° CASA 217 01 - A SIN BARRIIO CERCADO, CHINCHA ALTA - CHINCHA - ICA, REF. A 2 CDRAS. DE LA PLAZA DE ARMAS DE CHNCHA PASANDO ELECTRODUNAS",CHINCHA,ICA,(01) 500 7878,-13.416.193.893.866,-76.131.554.534.509
604,PUNO / SAN ROMAN / JULIACA / AV  INDEPENDENCIA,AV  INDEPENDENCIA,"AV. INDEPENDENCIA NRO. 1538 MZ. A1 LT. 04 URB. HORACIO ZEBALLOS GAMEZ, JULIACA - SAN ROMÁN - PUNO, AL FRENTE DEL GRIFO SAN CARLOS / CRUCE CON JR 21 DE ENEROREF.",SAN ROMAN,PUNO,(01) 500 7878,-15.467.833.299.999,-70.137.583.970.548
605,LORETO / MAYNAS / PUNCHANA / PUNCHANA,PUNCHANA,"CALLE BORJA N°648 PUNCHANA - MAYNAS - LORETO, REF. AL COSTADO DE LA FARMACIA SAN CARLOS CENTRO MÉDICO",MAYNAS,LORETO,(01) 500 7878,-37.299.283.680.047,-73.247.475.881.523
606,PIURA / TALARA / PARINAS / TALARA BAJA PARQUE 22,TALARA BAJA PARQUE 22,"PARQUE 22 – 03 LATERAL. TALARA BAJA, PARIÑAS - TALARA - PIURA. REF. FRENTE A MINSA",TALARA,PIURA,(01) 500 7878,-4.575.510.000.001,-81.268.615.329.431
607,CUSCO / CANCHIS / SICUANI / SICUANI AV MANUEL CALLO,SICUANI AV MANUEL CALLO,"JR. INAMBARI NRO. 208, SICUANI - CANCHIS - CUSCO, REF. AL FRENTE DEL BCP Y DE CAJA PIURA",CANCHIS,CUSCO,15007878,-14.268.306.864.713,-71.227.834.102.622
608,ICA / ICA / SUBTANJALLA / ICA SUBTANJALLA CO,ICA SUBTANJALLA CO,"C.P - SECTOR MACACONA /PREDIO PARCELA 214 LOTE 2, SUBTANJALLA - ICA - ICA, REF. PANAMERICANA SUR FRENTE A LA ENTRADA DEL ARRABAL",ICA,ICA,(01) 500 7878,-14.035.221.650.519,-7.575.583.767.055
609,UCAYALI / CORONEL PORTILLO / PUCALLPA MANANTAY / MANANTAY  AV AGUAYTIA,MANANTAY  AV AGUAYTIA,"AV. AGUAYTIA MZ., 26 LT. 20 MANANTAY - CORONEL PORTILLO - UCAYALI, REF. A MEDIA CDRA. DEL NUEVO MERCADO DE SAN FERNANDO",CORONEL PORTILLO,UCAYALI,(01) 500 7878,-83.978.536.633.598,-74.540.658.011.659
610,UCAYALI / CORONEL PORTILLO / PUCALLPA YARINACOCHA / YARINACOCHA  AV UNIVERSITARIA,YARINACOCHA  AV UNIVERSITARIA,"AV. UNIVERSITARIA MZA A LOTE 6, YARINACOCHA - CORONEL PORTILLO - UCAYALI, REF. A MEDIA CDRA. DEL LOCAL ROKALPA",CORONEL PORTILLO,UCAYALI,(01) 500 7878,-83.800.171.366.071,-74.568.467.158.895
611,UCAYALI / CORONEL PORTILLO / PUCALLPA MANANTAY / MANANTAY AV TUPAC AMARU,MANANTAY AV TUPAC AMARU,"AV. TUPAC AMARU 2315 MANANTAY - CORONEL PORTILLO - UCAYALI, REF. A MEDIA CDRA. DE LA POLLERIA EMANUEL",CORONEL PORTILLO,UCAYALI,(01) 500 7878,-83.984.739.366.528,-74.555.353.799.976
612,UCAYALI / CORONEL PORTILLO / PUCALLPA CALLERIA / CALLERIA AV SAENZ PEÑA,CALLERIA AV SAENZ PEÑA,"AV. SAENZ PEÑA 229, CALLERIA - CORONEL PORTILLO - UCAYALI, REF. A DOS CUADRAS DEL OVALO DE FEDERICO BASADRE Y SAENZ PEÑA",CORONEL PORTILLO,UCAYALI,(01) 500 7878,-83.798.995.267.862,-74.538.027.470.552
613,PIURA / PIURA / PIURA / AV RAUL MATA LA CRUZ- DOS GRIFOS,AV RAUL MATA LA CRUZ- DOS GRIFOS,"AV. RAÚL MATA LA CRUZ LT. 11 MZ. C URB. LOS JARDINES - CORPIURA, - PIURA - PIURA - PIURA, REF. A UNA CDRA. DE LOS 2 GRIFOS EN TODA LA AV. RAÚL MATA LA CRUZ",PIURA,PIURA,(01) 500 7878,-5.166.389,-80.653.667
614,LA LIBERTAD / TRUJILLO / HUANCHACO / EL MILAGRO,EL MILAGRO,"AV. INDUSTRIAL MZ 23 LT. 13 SECTOR II – EL MILAGRO, HUANCHACO - TRUJILLO - LA LIBERTAD, REF. A 2 CDRAS. DE LA PLAZA DE ARMAS DE EL MILAGRO",TRUJILLO,LA LIBERTAD,(01) 500 7878,-80.226.277.284.451,-79.068.544.041.134
615,SAN MARTIN / MOYOBAMBA / SORITOR / SORITOR,SORITOR,"JR. MIGUEL GRAU CDRA 7 N°741 MZ.05 LTE.16B, SORITOR - MOYOBAMBA - SAN MARTÍN, REF. A MEDIA CDRA. DE LA IGLESIA ASAMBLEAS DE DIOS",MOYOBAMBA,SAN MARTIN,(01) 500 7878,-61.398.617.667.064,-771.038.333
616,SAN MARTIN / EL DORADO / SAN JOSE DE SISA / SAN JOSE DE SISA,SAN JOSE DE SISA,"JR. BOLOGNESI CDRA 6, SAN JOSE DE SISA - EL DORADO - SAN MARTIN, REF. ALTURA DE JR LAMAS Y JR ELADIO TAPULLIMA",EL DORADO,SAN MARTIN,(01) 500 7878,-66.129.721.999.995,-76.691.166.029.444
617,MADRE DE DIOS / TAMBOPATA / TAMBOPATA / TAMBOPATA AV CIRCUNVALACION,TAMBOPATA AV CIRCUNVALACION,"AV. CIRCUNVALACION MZ. C LT. 01, TAMBOPATA - TAMBOPATA - MADRE DE DIOS, REF. A DOS CDRAS. DE LA CARRETERA INTEROCEANICA SUR / CRUCE CON JR. LAS MERCEDES CABELLO",TAMBOPATA,MADRE DE DIOS,(01) 500 7878,-12.581.888.331.368,-69.202.891.221.518
618,LAMBAYEQUE / LAMBAYEQUE / LAMBAYEQUE / LAMBAYEQUE CENTRO,LAMBAYEQUE CENTRO,"AV. FEDERICO VILLARREAL N° 491, LAMBAYEQUE - LAMBAYEQUE - LAMBAYEQUE, REF. A MEDIA CDRA. DE LA INTERSECCION DE LA AV. FEDERICO VILLARREAL CON CALLE EMILIANO NIÑO",LAMBAYEQUE,LAMBAYEQUE,(01) 500 7878,-67.051.384.276.932,-79.909.416.873.063
619,LIMA / LIMA / SAN JUAN DE LURIGANCHO / AV MALECON  CHECA CDRA. 1 ,AV MALECON  CHECA CDRA. 1 ,"AV. MALECÓN MIGUEL CHECA EGUIGUREN N° 167 Y 169 DE LA URB. ZÁRATE, SJL - LIMA, REF. ESQUINA CON AV. GRAN CHIMÚ",LIMA,LIMA,(01) 500 7878,-1.203.068.626.503.970,-7.701.069.288.124.660
620,LIMA / LIMA / ATE-VITARTE / HUAYCAN  EL DESCANSO,HUAYCAN  EL DESCANSO,"AV. JOSE CARLOS MARIATEGUI MZA. B LTE 06, RESIDENCIAL PARIACHI SEC. 031 ZON. 05, ATE - LIMA - LIMA, REF. CRUCE CON LA AV. LOS INCAS",LIMA,LIMA,(01) 500 7878,-12.004.388.120.507.400,-7.683.611.140.249.310
622,AMAZONAS / BAGUA / BAGUA / BAGUA CAPITAL,BAGUA CAPITAL,"JR. AMAZONAS C-9 MZ. 126 LT. 25, BAGUA - BAGUA - AMAZONAS, REF. FRENTE AL PARQUE JERUSALEN Y/O COSTADO DE AVICOLA YACEG",BAGUA,AMAZONAS,(01) 500 7878,-56.347.003.028.441,-78.528.378.922.503
623,PUNO / SAN ROMAN / JULIACA / JR AGUSTIN GAMARRA,JR AGUSTIN GAMARRA,"JR. AGUSTIN GAMARRA MZ. R1 LT. 09 URB. HUANCANE, JULIACA - SAN ROMÁN - PUNO, REF. A UNA CDRA. DE LA AV. HUANCANE / CRUCE CON JR. ALBERTO CUENTAS ZABALA",SAN ROMAN,PUNO,(01) 500 7878,-15.473.583.959.348,-70.112.417.233.275
624,LORETO / MAYNAS / IQUITOS / IQUITOS  AV TUPAC AMARU,IQUITOS  AV TUPAC AMARU,"AV.  TUPAC AMARU CON - CALLE LOURDES DE LEÓN #479 IQUITOS MAYNAS - LORETO, REF. FRENTE A LA BOTICA THIAGOFAMA",MAYNAS,LORETO,(01) 500 7878,-37.550.842.625.749,-73.269.944.604.887
626,LIMA / LIMA / SAN JUAN DE LURIGANCHO / AV CIRCUNVALACION SJL,AV CIRCUNVALACION SJL,"AV. CIRCUNVALACIÓN MZ. B-5 LT. 20 AA. HH. SARGENTO FERNANDO LORES TENAZOA COMUNA 20, SAN JUAN DE LURIGANCHO - LIMA, REF. A DOS CDRAS. DEL COLEGIO RAMIRO PRIALE",LIMA,LIMA,(01) 500 7878,-1.197.117.157.272.070,-769.893.916.747.466
627,LIMA / LIMA / VILLA MARIA DEL TRIUNFO / NUEVA ESPERANZA VMT,NUEVA ESPERANZA VMT,"AV. 26 DE NOVIEMBRE, 1728B - 1728C MZ. 90 SUB LOTE. 19B PUEBLO JOVEN NUEVA ESPERANZA, VILLA MARIA DEL TRIUNFO - LIMA, REF. A 3 CDRAS. DEL MERCADO VIRGEN DE LOURDES",LIMA,LIMA,(01) 500 7878,-12.167.552.525.986.500,-7.692.398.425.823.930
628,LIMA / LIMA / PUNTA HERMOSA / PUNTA HERMOSA ,PUNTA HERMOSA ,"AV. GARCIA RADA MZ.B LT.04, AAHH ASOCIACION DE VIVIENDA Y DESARROLLO INTEGRAL NUEVA GENERACION, PUNTA HERMOSA - LIMA, REF. A UNA CDRA. DEL PARADERO PEATONAL DE PUNTA HERMOSA",LIMA,LIMA,(01) 500 7878,-12.328.301.119.458.000,-7.682.488.673.250.220
629,LIMA / LIMA / COMAS / AV TUPAC AMARU CDRA. 57,AV TUPAC AMARU CDRA. 57,"AV. TUPAC AMARU 5725-5727 - URB. HUAQUILLAY I ETAPA, COMAS - LIMA - LIMA, REF. A MEDIA CDRA. DEL BANCO DE LA NACIÓN",LIMA,LIMA,(01) 500 7878,-11.945.312.645.664.800,-7.705.054.907.824.640
630,LIMA / LIMA / ATE-VITARTE / URB SANTA ELVIRA ,URB SANTA ELVIRA ,"AV. FERROCARRIL MZ. C LT. 19 PARCELA 3, URB. SANTA ELVIRA SEC. 018 ZONA 3, REF. A MEDIA CDRA. DEL CRUCE CON AV. DE LA CULTURA",LIMA,LIMA,(01) 500 7878,-12.028.531.299.993.400,-76.950.749.770.605
631,LIMA / BARRANCA / SUPE / SUPE,SUPE,"AV. FRANCISCO VIDAL 1120, SUPE - BARRANCA - LIMA, REF. AL COSTADO DE LUBRICENTRO CIRIACO Y MEDIA CDRA. DE LA CRUZ MISIONERA",BARRANCA,LIMA,(01) 500 7878,-10.797.690.682.632.200,-777.110.626.706.071
632,LA LIBERTAD / ASCOPE / CASA GRANDE / CASA GRANDE,CASA GRANDE,"CALLE LUIS SÁNCHEZ N° 152 SECTOR PARTE ALTA. CASA GRANDE - ASCOPE - LA LIBERTAD, REF. CRUCE CON AV. ESTADIO",ASCOPE,LA LIBERTAD,(01) 500 7878,-77.392.758.167.105,-79.187.860.328.116
633,LA LIBERTAD / TRUJILLO / TRUJILLO / OVALO PAPAL,OVALO PAPAL,"URB. VISTA HERMOSA MZ. F LT. 11 PISO °1 TRUJILLO - TRUJILLO - LA LIBERTAD, REF. A ESPALDAS DEL METRO DEL OVALO PAPAL",TRUJILLO,LA LIBERTAD,(01) 500 7878,-81.196.746.638.327,-79.042.061.399.999
634,JUNIN / HUANCAYO / EL TAMBO / CIUDAD UNIVERSITARIA,CIUDAD UNIVERSITARIA,"Jr Tarma Nro. 37 - 24, EL TAMBO - HUANCAYO - JUNÍN REF. AL COSTADO DE LA FACULTaD DE INGENIERÍA  METALÚRGICA UNCP",HUANCAYO,JUNIN,(01) 500 7878,-12.030.532.662.807,-75.235.135.251.462
635,LIMA / LIMA / PUENTE PIEDRA / AV BUENOS AIRES,AV BUENOS AIRES,"AV. BUENOS AIRES MZ. D, SUB-LOTE 188E1 ASOCIACIÓN DE POBLADORESMICAELA BASTIDAS, PUENTE PIEDRA - LIMA - LIMA, REF. A 2 CDRAS. DE LA DEMUNA DE PUENTE PIEDRA",LIMA,LIMA,,-118.466.089.579.004,-770.980.102.328.854
636,LIMA / LIMA / ATE-VITARTE / HUAYCAN AV HORACIO ZEVALLOS  ,HUAYCAN AV HORACIO ZEVALLOS  ,"AV. HORACIO ZEBALLOS MZ. V LT. 12 PROG. VIV. RESIDENCIAL PARIACHI (SEC. 031) ZONA 5, ATE - LIMA - LIMA, REF. FRENTE AL CIRCUITO DE MANEJO GARCILASO DE LA VEGA",LIMA,LIMA,(01) 500 7878,-12.007.693.484.031.500,-768.424.867.018.833
637,ICA / CHINCHA / SUNAMPE / SUNAMPE  CO,SUNAMPE  CO,"CARR. PANAMERICANA SUR NRO. 198 -B , SIN BARRIO CERCADO SUNAMPE, SUNAMPE - CHINCHA - ICA, REF. ANTIGUA PANAMERICANA SUR FRENTE A LA ENTRADA DE GROCIO PRADO.",CHINCHA,ICA,(01) 500 7878,-13.411.199.184.426,-76.161.001.005.329
638,CALLAO / CALLAO / MI PERU / MI PERU,MI PERU,"V. VICTOR RAUL HAYA DE LA TORRE MZ. A LT. 02 ASENTAMIENTO HUMANO CONFRATERNIDAD - III SECTOR - MI PERU – CALLAO - CALLAO, REF. CRUCE CON AV. AREQUIPA",CALLAO,CALLAO,(01) 500 7878,-11.857.445.566.174.300,-7.712.850.028.736.650
639,MADRE DE DIOS / TAMBOPATA / LAS PIEDRAS / EL TRIUNFO,EL TRIUNFO,"AV. INTEROCEANICA KM. 1 , LAS PIEDRAS - TAMBOPATA - MADRE DE DIOS, REF. AL COSTADO DEL GRIFO VIRGEN NATIVIDAD",TAMBOPATA,MADRE DE DIOS,01 5007878,-12.580.879,-69.172.572
640,SAN MARTIN / MOYOBAMBA / MOYOBAMBA / MOYOBAMBA  CENTRO,MOYOBAMBA  CENTRO,"JR. SERAFÍN FILOMENO N°279, MOYOBAMBA - MOYOBAMBA - SAN MARTÍN, REF. A UNA CUADRA IMEDIA DEL CUMO (CENTRO CULTURAL DE MOYOBAMBA)",MOYOBAMBA,SAN MARTIN,(01) 500 7878,-60.335.151.300.825,-76.971.054.929.448
641,TACNA / TACNA / TACNA / AV EJERCITO,AV EJERCITO,"AV. LITORAL NRO. 306 – PARA CHICO (ANTERIOR AV. EJÉRCITO PROLONGACIÓN 306 TACNA), TACNA - TACNA - TACNA, REF. DENTRO DEL ESTABLECIMIENTO DEL GRIFO PRIMAX",TACNA,TACNA,(01) 500 7878,-18.029.249.633.968,-70.274.333.272.827
642,MOQUEGUA / MARISCAL NIETO / MOQUEGUA / CHEN CHEN,CHEN CHEN,"MZ. C LT. 24 – ASOCIACIÓN CÉSAR VIZCARRA – CENTRO POBLADO CHEN CHEN , MOQUEGUA –MARISCAL NIETO – MOQUEGUA, REF. AL COSTADO DEL OVALO CHEN CHEN",MARISCAL NIETO,MOQUEGUA,(01) 500 7878,-17.199.167.770.597,-70.922.473.397.987
643,TACNA / TACNA / TACNA / POCOLLAY,POCOLLAY,"PUEBLO TRADICIONAL POCOLLAY MZ. T LOTE 01 , POCOLLAY - TACNA - TACNA, REF. A UNA CDRA. DEL CENTRO DE SALUD POCOLLAY",TACNA,TACNA,(01) 500 7878,-17.993.277.680.713,-70.218.443.730.944
644,SAN MARTIN / MARISCAL CACERES / JUANJUI / JUANJUI  CENTRO,JUANJUI  CENTRO,"JR. SARGENTO LOREZ N° 568, JUANJUI - MARISCAL CÁCERES - SAN MARTIN, REF. A UNA CDRA. DE DEL JR. HUALLAGA CDRA. 11 Y A UNA CDRA. DE IMPORTACIONES PATRICIA",MARISCAL CACERES,SAN MARTIN,(01) 500 7878,-71.799.173.139.874,-76.731.222.452.114
645,LAMBAYEQUE / CHICLAYO / REQUE / REQUE,REQUE,"AV. MARISCAL RAMON CASTILLA MZ. 4 LOTE 14, REQUE - CHICLAYO - LAMBAYEQUE, REF. A MEDIA CDRA. DE LA INTERSECCION CON CALLE SAN MARTIN / A UNOS MTRS DE ALBORADA EVENTOS Y RECEPCIONES",CHICLAYO,LAMBAYEQUE,(01) 500 7878,-68.670.559.848.257,-79.816.861.574.083
647,LAMBAYEQUE / CHICLAYO / CHONGOYAPE / CHONGOYAPE,CHONGOYAPE,"AV. ATAHUALPA N° 1200 - CHONGOYAPE - CHICLAYO - LAMBAYEQUE, REF. INTERSECCION CON CALLE IQUITOS / A 2 CDRAS. DE LA INTERSECCION CON LA AV. CHICLAYO",CHICLAYO,LAMBAYEQUE,(01) 500 7878,-66.378.895.883.335,-79.391.862.272.577
648,AREQUIPA / ISLAY / ISLAY / MATARANI,MATARANI,"ASENTAMIENTO HUMANO. PUERTO NUEVO MZ. I LT. 18 AV. BELLO HORIZONTE, ISLAY - ISLAY - AREQUIPA, REF. FRENTE AL PARQUE ECOLÓGICO",ISLAY,AREQUIPA,(01) 500 7878,-1.699.849.950.877,-72.096.777.058.153
649,LAMBAYEQUE / CHICLAYO / POMALCA / POMALCA,POMALCA,"CALLE 25 MZ. I LT. 6 SECT. 6 SAN JUAN, POMALCA - CHICLAYO - LAMBAYEQUE, REF. A UNA CDRA. Y MEDIA DE LA INTERSECCIÓN CON AV. SAN MARTIN/ AL FRENTE DE LA IGLESIA MORMON",CHICLAYO,LAMBAYEQUE,(01) 500 7878,-67.680.844.845.415,-79.780.749.746.733
650,CUSCO / CUSCO / SANTIAGO / HUANCARO ,HUANCARO ,"URB. VILLA UNION F-1-B HUANCARO, SANTIAGO - CUSCO - CUSCO, REF. FRENTE A LA IGLESIA DE LOS MORMONES/ A UNA CDRA. DEL MERCADO HUANCARO",CUSCO,CUSCO,(01) 500 7878,-13.538.445.249.518.200,-71.981.750.657.335
651,LIMA / LIMA / CERCADO LIMA / AV  NICOLAS DUEÑAS CDRA. 5 ,AV  NICOLAS DUEÑAS CDRA. 5 ,"AV. NICOLAS DUEÑAS 584 MZ. C LT. 4 – AAHH PRIMERO DE SETIEMBRE, CERCADO DE LIMA – LIMA - LIMA, REF. A MEDIA CDRA. DEL CRUCE CON JR. PEDRO GAREZON",LIMA,LIMA,(01) 500 7878,-12.041.685.469.771.800,-7.706.569.704.398.630
652,LIMA / LIMA / COMAS / AV. UNIV. PARQUE SINCHI ROCA,AV. UNIV. PARQUE SINCHI ROCA,"AV. UNIVERSITARIA NORTE MZN. Q1 LTE. 030 URB. PRIMAVERA,COMAS-LIMA - LIMA, REF. A MEDIA CDRA. DEL INGRESO AL PARQUE ZONA SINCHI ROCA",LIMA,LIMA,(01) 500 7878,-11.919.995.063.846.600,-7.705.093.521.974.250
653,LIMA / LIMA / SANTA ANITA / JR CESAR VALLEJO ,JR CESAR VALLEJO ,"JR. CESAR VALLEJO 302 MZ. B1 LT. 02 URB UNIVERSAL, SANTA ANITA- LIMA-LIMA, REF. A 1 CDRA. DEL CRUCE CON AV. TUPAC AMARU",LIMA,LIMA,(01) 500 7878,-12.043.267.502.694.600,-7.697.980.031.394.220
654,LIMA / LIMA / ANCON / ANCON,ANCON,"CARRETERA SERPENTÍN DE PASAMAYO MZ. G LT. 3 SUBLT. B - ASOC. DE PROP. CASA HUERTA IND. PECUARIAS SAN PEDRO ZONA 4, ANCÓN - LIMA-LIMA, REF. A 1 CDRA. DEL OVALO DE ANCÓN",LIMA,LIMA,(01) 500 7878,-11.774.039.837.812.800,-7.716.181.025.497.630
655,LIMA / LIMA / EL AGUSTINO / JIRON ANCASH,JIRON ANCASH,"JR. ANCASH MZ. B LT. 11 AAHH ANCIETA ALTA, EL AGUSTINO - LIMA - LIMA, REF. FRENTE AL INGRESO DE AGUSTINO PLAZA",LIMA,LIMA,(01) 500 7878,-12.041.365.477.648.600,-7.700.264.283.281.000
656,AREQUIPA / ISLAY / COCACHACRA / COCACHACRA,COCACHACRA,"CENTRO POBLADO COCACHACRA MZ. N5 SUB-LOTE 5B CALLE DEAN VALDIVIA, COCACHACRA - ISLAY - AREQUIPA, REF. DEL PARQUE SAN FRANCISCO UNA CDRA. HACIA ABAJO",ISLAY,AREQUIPA,(01) 500 7878,-17.096.111.691.038,-71.773.000.126.693
657,PUNO / SAN ROMAN / JULIACA / AV HEROES DEL PACIFICO CO,AV HEROES DEL PACIFICO CO,"AV. HÉROES DE LA GUERRA DEL PACIFICO KM 3.5, JULIACA - SAN ROMÁN - PUNO, REF. AL FRENTE DEL GRIFO LEON SERVICE",SAN ROMAN,PUNO,(01) 500 7878,-15.507.667.505.495,-70.165.000.342.215
658,SAN MARTIN / RIOJA / ELIAS SOPLIN VARGAS  / SEGUNDA JERUSALEN,SEGUNDA JERUSALEN,"JR. LIMA MZ. 43 LT. 08 , ELIAS SOPLIN VARGAS - RIOJA - SAN MARTIN, REF. AL COSTADO DE TIENDA CHINGAY",RIOJA,SAN MARTIN,(01) 500 7878,-59.887.225.879.191,-77.279.860.552.607
659,CALLAO / CALLAO / VENTANILLA / PACHACUTEC PDRO VC,PACHACUTEC PDRO VC,"AV. 225 MZ F LOTE 2 SECTOR A GRUPO RESIDENCIAL A2 - PROYECTO PILOTO NUEVO PACHACUTEC, VENTANILLA - CALLAO - CALLAO, REF. FRENTE AL CENTRO DE SALUD 3 DE FEBRERO",CALLAO,CALLAO,(01) 500 7878,-11.829.064.116.198,-77.158.289.677.599
660,LAMBAYEQUE / CHICLAYO / PATAPO / PATAPO,PATAPO,"AV. CHONGOYAPE N° S/N SECTOR CERRO MIRADOR, PATAPO - CHICLAYO - LAMBAYEQUE, REF. A UNA CDRA. Y MEDIA DE LA INTERSECCIÓN CON AV TRAPICHE / AL FRENTE DEL POLIDEPORTIVO DEL CERRO MIRADOR",CHICLAYO,LAMBAYEQUE,(01) 500 7878,-67.394.168.760.271,-79.637.638.965.613
661,LIMA / LIMA / MIRAFLORES / LARCOMAR,LARCOMAR,"MALECÓN DE LA RESERVA 610, MIRAFLORES 15074, MIRAFLORES - LIMA - LIMA, REF. SÓTANO NIVEL A",LIMA,LIMA,01 5007878,-1.213.176.251.520.770,-7.703.007.421.242.230
662,LIMA / LIMA / LA MOLINA / PARQUE LA MOLINA,PARQUE LA MOLINA,"AV. LA MOLINA 2448, LA MOLINA 15026, LA MOLINA - LIMA - LIMA, REF. ESTACIONAMIENTO NIVEL -3",LIMA,LIMA,(01) 500 7878,-1.207.532.253.461.300,-7.693.612.151.388.960
663,AREQUIPA / CASTILLA / APLAO / APLAO,APLAO,"UBICA EN LA MANZANA X1, LOTE 07, DE LA CALLE 8 DE SETIEMBRE, APLAO - CASTILLA - AREQUIPA, REF. A UNA CDRA. DE MINISTERIAL PÚBLICO FISCALÍA",CASTILLA,AREQUIPA,(01) 500 7878,-16.078.428.090.429,-72.491.853.483.296
664,CUSCO / CUSCO / SAN SEBASTIAN / CUSCO CO VIA EVITAMIENTO,CUSCO CO VIA EVITAMIENTO,"AV. EVITAMIENTO S/N UPS CHACAHUAYCO, SAN SEBASTIAN - CUSCO - CUSCO, REF. VÍA EVITAMIENTO EN EL PARADERO HORACIO",CUSCO,CUSCO,(01) 500 7878,-13.542.279.103.821,-71.918.194.399.996
665,LIMA / LIMA / LA MOLINA / AV ALAMEDA DEL CORREGIDOR,AV ALAMEDA DEL CORREGIDOR,"AV. ALAMEDA DEL CORREGIDOR MZ. U LT. 19 UI 1 - URB LA CAPILLA, LA MOLINA - LIMA - LIMA, REF. A 2 CDRAS. DEL CRUCE CON ALAMEDA DE LOS CÓNDORES",LIMA,LIMA,(01) 500 7878,-12.105.549.936.759,-76.946.964.207.289
666,CALLAO / CALLAO / VENTANILLA / PACHACUTEC  AV 150 ,PACHACUTEC  AV 150 ,"AV. 150 IZQUIERDA MZ. W2 LT. 01 PROYECTO PILOTO NUEVO PACHACUTEC, VENTANILLA - CALLAO - CALLAO, REF. A 1 CDRA. DEL CRUCE AV. CAMINO DEL INCA",CALLAO,CALLAO,(01) 500 7878,-11.838.273.352.411.600,-7.715.642.144.840.940
668,SAN MARTIN / HUALLAGA / SAPOSOA / SAPOSOA,SAPOSOA,"AV. LORETO S/N - SAPOSOA - EL HUALLAGA - SAN MARTIN, REF. EN EL HOSTAL EL GATO, A UNA CDRA. Y MEDIA DE LA PLAZA DE ARMAS",HUALLAGA,SAN MARTIN,(01) 500 7878,-69.342.505.921.754,-76.772.416.367.679
