ter_id,nombre,lugar_over,direccion,provincia,departamento,telefono,latitud,longitud
258,CUSCO / CUSCO / WANCHAQ / AV PACHACUTEC,AV PACHACUTEC,"AV. PACHACUTEC 429 - WANCHAQ, REF. A 100 MTRS. DE LA PISCINA WANCHAQ",CUSCO,CUSCO,(01) 500 7878,-13.524.395.751.135,-71.970.136.579.029
260,TACNA / TACNA / CORONEL GREGORIO ALBARRACIN LANCHIPA / VILLA SAN FRANCISCO,VILLA SAN FRANCISCO,"ASOC. VILLA SAN FRANCISCO MZ. 94 LT. 22, REFERENCIA: CERCA A CAJA CUSCO",TACNA,TACNA,(01) 500 7878,-18.047.103.237.436,-70.255.889.232.014
277,PASCO / OXAPAMPA / OXAPAMPA / OXAPAMPA,OXAPAMPA,"MZ. 239 SUB LOTE H – 1 OXAPAMPA - OXAPAMPA - PASCO, REF. ENTRE AV. ANGÉLICA FREY Y JR. LIMA",OXAPAMPA,PASCO,(01) 500 7878,-10.582.583.283.003,-75.398.971.637.447
280,MADRE DE DIOS / TAMBOPATA / TAMBOPATA / TAMBOPATA AV LA JOYA CO,TAMBOPATA AV LA JOYA CO,"AV. LA JOYA N° 122 - PTO. MALDONADO, REFERENCIA: FRENTE AL ÓVALO DE LOS OTORONGOS",TAMBOPATA,MADRE DE DIOS,(01) 500 7878,-12.599.565,-691.949.842
281,PASCO / OXAPAMPA / VILLA RICA / VILLA RICA,VILLA RICA,"AV. LEOPOLDO KRAUSSE N° 442 VILLA RICA - OXAPAMPA - PASCO, REF. ENTRE EL JR. POZUZO Y JR. COOPERATIVA, AL COSTADO DE LA NOTARÍA GUERRA Y A 20 METROS DE LA PLAZA PRINCIPAL",OXAPAMPA,PASCO,(01) 500 7878,-10.735.805.270.593,-75.268.361.100.077
282,AREQUIPA / ISLAY / MOLLENDO / MOLLENDO CO,MOLLENDO CO,"MARISCAL CASTILLA 472 –A, AREQUIPA - ISLAY - MOLLENDO, REF. AL COSTADO DE CEI “MI CARRUSEL”",ISLAY,AREQUIPA,(01) 500 7878,-17.021.804.037.741,-72.013.916.892.237
284,LA LIBERTAD / TRUJILLO / LA ESPERANZA / WICHANZAO,WICHANZAO,"MZ. 1 LT. 23 AA.HH WICHANZAO – LA ESPERANZA – TRUJILLO – LA LIBERTAD, REF. AL COSTADO DEL ALMACÉN SUNAT. / DIAGONAL AL HOSPITAL DE ALTA COMPLEJIDAD VIRGEN DE LA PUERTA",TRUJILLO,LA LIBERTAD,(01) 500 7878,-80.521.209.280.154,-7.905.562.705.114
285,LIMA / LIMA / SAN MARTIN DE PORRES / AV. LIMA CDRA 38,AV. LIMA CDRA 38,"AV. LIMA 3899 - SMP, REF. A 3 CDRAS. DEL TOTTUS DE QUILCA CON AV. LIMA",LIMA,LIMA,(01) 500 7878,-12.028.420.907.156.500,-770.905.094.113.077
288,LAMBAYEQUE / LAMBAYEQUE / TUCUME / TUCUME,TUCUME,"AV. FEDERICO VILLARREAL N° 982 (CTRA. FERNANDO BELAUNDE TERRY), REFERENCIA: A MEDIA CDRA. DEL CEMENTERIO JARDINES DE LA PAZ",LAMBAYEQUE,LAMBAYEQUE,(01) 500 7878,-65.041.100.012.906,-79.859.217.670.553
290,TACNA / TACNA / TACNA / AV  VIGIL,AV  VIGIL,"AV. VIGIL 1636, REFERENCIA: A UNA CDRA. DE LA PLAZA GRAU",TACNA,TACNA,(01) 500 7878,-17.999.550.724.531,-70.239.101.658.895
293,AREQUIPA / CAMANA / CAMANA / CAMANA,CAMANA,"CALLE AGUSTÍN GAMARRA N° 451, CERCADO CAMANÁ, REFERENCIA: AL FRENTE DEL DELIVEY CASERITOS",CAMANA,AREQUIPA,(01) 500 7878,-16.618.666,-72.710.622
295,AREQUIPA / CAYLLOMA / MAJES / CALLE YARABAMBA,CALLE YARABAMBA,"CALLE YARABAMBA, MZ. Y LT 7. VILLA EL PEDREGAL, MAJES - CAYLLOMA - AREQUIPA, REF. A MEDIA CDRA. DE LA NOTARIA TERÁN BEJAR",CAYLLOMA,AREQUIPA,(01) 500 7878,-16.358.222.616.241,-72.190.472.238.385
296,JUNIN / HUANCAYO / SAN AGUSTIN / SAN AGUSTIN DE CAJAS,SAN AGUSTIN DE CAJAS,"CARRETERA CENTRAL KM 7.5 S/N SAN AGUSTIN – HUANCAYO – JUNÍN, REF. FRENTE A LA ENVASADORA SOLGAS",HUANCAYO,JUNIN,(01) 500 7878,-12.010.163.420.625,-75.246.695.070.583
297,ANCASH / SANTA / NUEVO CHIMBOTE / TRES DE OCTUBRE,TRES DE OCTUBRE,"AV. JOSÉ PARDO MZ. K, LT. 17 - TRES DE OCTUBRE, REFERENCIA: FRENTE AL ÓVALO LAS AMÉRICAS",SANTA,ANCASH,01 5007878,-91.178.189.102.457,-78.537.899.051.291
298,ANCASH / SANTA / CHIMBOTE / AV  JOSE GALVEZ,AV  JOSE GALVEZ,"AV. JOSÉ GÁLVEZ 791, CHIMBOTE - SANTA - ANCASH, REF. A 1 CDRA. ANTES DE LLEGAR AL PUENTE GÁLVEZ",SANTA,ANCASH,(01) 500 7878,-90.711.845.135.623,-7.858.882.269.437
299,MADRE DE DIOS / TAMBOPATA / INAMBARI / MAZUKO,MAZUKO,"AV. LOS PIONEROS, LT. 2 Y 3, INAMBARI – TAMBOPATA - MADRE DE DIOS, REF. AL COSTADO DEL TERMINAL TERRESTRE DE MAZUKO / AL PIE DE LA CARRETERA AL RIO INAMBARI",TAMBOPATA,MADRE DE DIOS,(01) 500 7878,-13.098.946.521.771.700,-7.036.991.732.806.850
300,LIMA / LIMA / CARABAYLLO / AV  TUPAC AMARU KM. 19,AV  TUPAC AMARU KM. 19,"MZ. 1A - LT. 8 AV. TUPAC AMARU N° 10472, CARABAYLLO - LIMA, REF. AL COSTADO DEL COLEGIO CIRO ALEGRÍA",LIMA,LIMA,(01) 500 7878,-11.881.139.994.572.400,-7.702.180.581.911.560
301,LA LIBERTAD / TRUJILLO / EL PORVENIR / ALTO TRUJILLO,ALTO TRUJILLO,"AV. PROLONGACIÓN 12 DE NOVIEMBRE, MZ. Q, LT. 25, REFERENCIA: A MEDIA CDRA. DE LA COMISARÍA ALTO TRUJILLO",TRUJILLO,LA LIBERTAD,(01) 500 7878,-80.688.863.115.724,-79.021.611.486.879
302,ANCASH / HUAYLAS / CARAZ / CARAZ,CARAZ,"AV. 9 DE OCTUBRE N° 259 - HUAYLAS, REFERENCIA: AL COSTADO DE LA EMPRESA MÓVIL TOURS",HUAYLAS,ANCASH,(01) 500 7878,-90.478.790.288.089,-77.803.470.533.954
303,PIURA / SULLANA / SULLANA / SULLANA CO ZONA INDUSTRIAL,SULLANA CO ZONA INDUSTRIAL,"CTRA. SULLANA Nº S/N MZ. K, LT. 06 - ZONA INDUSTRIAL MUNICIPAL, REFERENCIA: AL COSTADO DEL HOTEL COCO SUITE",SULLANA,PIURA,(01) 500 7878,-4.924.883,-80.696.031
307,LIMA / LIMA / SAN MARTIN DE PORRES / AV. CARLOS IZAGUIRRE CUADRA 23,AV. CARLOS IZAGUIRRE CUADRA 23,"AV. CARLOS IZAGUIRRE SUB LT. 8, MZ. C - ASOC. DE VIV. LOS NISPEROS, REFERENCIA: ENTRE AV. 12 DE OCTUBRE Y AV. SANTA ROSA",LIMA,LIMA,(01) 500 7878,-11.990.010,-77.094.590
308,MOQUEGUA / ILO / ILO / ILO PUERTO,ILO PUERTO,"JR. CALLAO PROLONGACIÓN MZ. N, LT. 19 - A, REFERENCIA: A MEDIA CDRA. DE LA COOPERATIVA CUAJONE",ILO,MOQUEGUA,(01) 500 7878,-17.644.710.705.275,-7.134.212.390.418
311,CUSCO / CUSCO / WANCHAQ / VELASCO ASTETE,VELASCO ASTETE,"VELASCO ASTETE D3 - WANCHAQ, REFERENCIA: A 2 CDRAS. DEL AEREOPUERTO",CUSCO,CUSCO,(01) 500 7878,-1.353.848.438.482.390,-7.194.663.732.182.270
312,UCAYALI / CORONEL PORTILLO / PUCALLPA YARINACOCHA / PUCALLPA CO FEDERICO BASADRE,PUCALLPA CO FEDERICO BASADRE,"CARRETERA FEDERICO BASADRE KM 6.800 YARINACOCHA - CORONEL PORTILLO - UCAYALI, REF. Entrada del Asentamiento Humano Alan Sisley/Al costado de la empresa JVJ Service Oriente SAC",CORONEL PORTILLO,UCAYALI,(01) 500 7878,-83.937.480.000.004,-74.588.120.999.999
313,UCAYALI / CORONEL PORTILLO / PUCALLPA YARINACOCHA / YARINACOCHA CENTRO,YARINACOCHA CENTRO,"JR. TUPAC AMARU, MZ. 50, LT. 07, REFERENCIA: A ESPALDA DE MAESTRANZA DE YARINACOCHA",CORONEL PORTILLO,UCAYALI,(01) 500 7878,-83.577.486.634.305,-74.576.310.341.108
314,JUNIN / CHANCHAMAYO / PERENE / PERENE,PERENE,"AV. MARGINAL S/N AA.VV SAN JACINTO - PERENE - CHANCHAMAYO - JUNIN, REF. ANTES DEL ULTIMO ROMPEMUELLE DE SAN JACINTO",CHANCHAMAYO,JUNIN,(01) 500 7878,-10.949.521.894.979,-75.223.239.171.096
315,CAJAMARCA / CELENDIN / CELENDIN / CELENDIN,CELENDIN,"JR. PEDRO ORTIZ MONTOYA 148, REFERENCIA: ESQUINA CON AV. AMAZONAS",CELENDIN,CAJAMARCA,(01) 500 7878,-68.714.795.543.587,-7.814.372.690.136
317,SAN MARTIN / SAN MARTIN / LA BANDA DE SHILCAYO / TARAPOTO LA BANDA DE SHILCAYO,TARAPOTO LA BANDA DE SHILCAYO,"JR. PERÚ N°186, REFERENCIA: A 2 CDRS. DE LA PLAZA DE LA BANDA DE SHILCAYO",SAN MARTIN,SAN MARTIN,(01) 500 7878,-64.914.695.349.871,-7.635.514.024.111
318,SAN MARTIN / LAMAS / LAMAS / LAMAS,LAMAS,"JR. 16 DE OCTUBRE N°1137, REFERENCIA: A LA ESPALDA DEL GRIFO VARGAS TELLO",LAMAS,SAN MARTIN,(01) 500 7878,-64.187.426.338.969,-76.517.489.745.486
319,SAN MARTIN / SAN MARTIN / MORALES / TARAPOTO JR. SARGENTO LOREZ,TARAPOTO JR. SARGENTO LOREZ,"JR. SARGENTO LOREZ N° 264, MORALES - SAN MARTIN, REF. A UNA CDRA. Y MEDIA DE LA PLAZA DE MORALES, FRENTE A VULCANO GAS",SAN MARTIN,SAN MARTIN,(01) 500 7878,-64.774.160.027.321,-76.385.222.238.053
320,SAN MARTIN / SAN MARTIN / TARAPOTO / JR LEONCIO PRADO,JR LEONCIO PRADO,"JR. LEONCIO PRADO N° 1175, REFERENCIA: A UNA CUADRA DEL INSTITUTO MARÍA PARADO DE BELLIDO",SAN MARTIN,SAN MARTIN,(01) 500 7878,-64.786.878.039.267,-76.365.822.199.258
321,ANCASH / SANTA / SANTA / SANTA,SANTA,"PANAMERICANA NORTE KM 442 - B, SANTA, REF. AL LADO DE LA FERRETERIA LA LLAVE",SANTA,ANCASH,(01) 500 7878,-89.894.225.762.046,-78.617.430.260.416
327,LIMA / LIMA / CHORRILLOS / LAS DELICIAS DE VILLA,LAS DELICIAS DE VILLA,"AV. 12 DE OCTUBRE MZ. A - 03, LT. 02, URB. ARIA - LAS DELICIAS DE VILLA, REF. A DOS CUADRAS DE LA AV. DEFENSORES DEL MORRO (EX AV. HUAYLAS) ",LIMA,LIMA,(01) 500 7878,-1.219.588.881.091.080,-7.699.802.766.343.370
350,ANCASH / CARHUAZ / CARHUAZ / CARHUAZ,CARHUAZ,"CARRETERA CENTRAL 00S/N CENT CARHUAZ - CARHUAZ - ÁNCASH, ref. MEDIA CUADRA ANTES DE LLEGAR AL ESTADIO MUNICIPAL CAPITAN CARLOS MEJIA",CARHUAZ,ANCASH,(01) 500 7878,-92.841.105,-776.468.648
355,HUANUCO / LEONCIO PRADO / RUPA RUPA / TINGO MARÍA - LEONCIO PRADO,TINGO MARÍA - LEONCIO PRADO,"AV. TITO JAIME 914, RUPA RUPA-  LEONCIO PRADO - HUANUCO, REF. A DOS CDRAS. DE LA PLAZA DE ARMAS LEONCIO PARDO",LEONCIO PRADO,HUANUCO,,-92.920.534.325.924,-75.997.412.332.603
356,AMAZONAS / CHACHAPOYAS / CHACHAPOYAS / CHACHAPOYAS JR GRAU,CHACHAPOYAS JR GRAU,"JR. GRAU 270, REF. JUNTO A LA AGENCIA DE VIAJES MONTEVERDE",CHACHAPOYAS,AMAZONAS,(01) 500 7878,-6.226.990.739.068.640,-7.787.195.979.113.720
357,SAN MARTIN / PICOTA / PICOTA / PICOTA,PICOTA,"AV. FERNANDO BELAUNDE TERRY LOTE 2B PICOTA - PICOTA - SAN MARTIN. REF, A UNA CDRA. DE LA COMISARIA DE PICOTA SALIDA A BELLAVISTA",PICOTA,SAN MARTIN,(01) 500 7878,-69.200.547.910.068,-7.633.327.738.221
358,PUNO / CHUCUITO / DESAGUADERO / DESAGUADERO,DESAGUADERO,"AV. 28 DE JULIO N° 564 - 566, CHUCUITO REF. A 50 MTRS. DEL BANCO DE LA NACION",CHUCUITO,PUNO,(01) 500 7878,-16.561.694.166.328,-6.904.113.822.944
359,SAN MARTIN / BELLAVISTA / BELLAVISTA / SAN MARTIN BELLAVISTA,SAN MARTIN BELLAVISTA,"AV. LIMA S/N C-4 MZ 71 – LOTE A – TERCER PISO, BELLAVISTA- BELLAVISTA- SAN MARTIN, REF. ESPALDAS DE FERRETERÍA EL IMAN",BELLAVISTA,SAN MARTIN,(01) 500 7878,-70.574.980.035.849,-76.590.528.470.552
362,PIURA / SULLANA / BELLAVISTA / BELLAVISTA SULLANA,BELLAVISTA SULLANA,"CALLE MOQUEGUA 381, BELLAVISTA, REF. REST. PARRILLADAS CHAVELOS",SULLANA,PIURA,(01) 500 7878,-48.911.773.362.203,-80.678.927.709.773
363,ANCASH / YUNGAY / YUNGAY / YUNGAY,YUNGAY,"JR. INDUSTRIAL, LTE. 14 - YUNGAY, REF. AL COSTADO DEL TERMINAL TERRESTRE Y LA TAPICERIA FREDY",YUNGAY,ANCASH,(01) 500 7878,-91.397.382.909.279,-77.747.211.445.572
365,LIMA / LIMA / LURIGANCHO / HUACHIPA CO,HUACHIPA CO,"HUACHIPA ESTE - MANZANA A18 LOTE 1, 2, 3 CALLE B, CALLE 08, CALLE A, REF. AL COSTADO DE INDUSTRIAS ELÉCTRICAS KBA",LIMA,LIMA,(01) 500 7878,-11.935.550.288.297.400,-7.686.833.430.093.900
366,MOQUEGUA / MARISCAL NIETO / MOQUEGUA / CALLE LIMA,CALLE LIMA,"CALLE LIMA 190 - MARISCAL NIETO - MOQUEGUA, REF. A DOS CUADRAS DEL PARQUE LOS HÉROES/ALAMEDA",MARISCAL NIETO,MOQUEGUA,(01) 500 7878,-17.194.764.722.676,-70.938.348.672.668
368,PUNO / EL COLLAO / ILAVE / ILAVE,ILAVE,"JR. BOLOGNESI NRO. 866 BARRIO CRUZANI, EL COLLAO - PUNO, REF. A UNA CUADRA DEL COLISEO Y DEL CEMENTERIO DE ILAVE",EL COLLAO,PUNO,(01) 500 7878,-16.082.861.100.001,-69.644.722.199.963
369,LIMA / LIMA / SANTA ROSA / SANTA ROSA,SANTA ROSA,"MZ. L 23 URB. COOVITIOMAR, ANCON - SANTA ROSA - LIMA, REF. CRUCE DE INGRESO A SANTA ROSA Y/O AL COSTADO DE IMAGEN DE SANTA ROSA",LIMA,LIMA,(01) 500 7878,-11.785.832.663.255,-77.154.776.871.103
370,PIURA / AYABACA / AYABACA / AYABACA,AYABACA,"CALLE BOLOGNESI N° 136, REF. A 2 CUADRAS DE LA PLAZA DE ARMAS DE AYABACA",AYABACA,PIURA,(01) 500 7878,-46.400.387.456.146,-79.714.678.136.096
371,CAJAMARCA / SAN MARCOS / PEDRO GALVEZ / SAN MARCOS,SAN MARCOS,"JR. ADOLFO AMORIN BUENO N° 140 SAN MARCOS – CAJAMARCA, REF. AL  FRENTE DE LA PLAZA AGROPECUARIA",SAN MARCOS,CAJAMARCA,(01) 500 7878,-73.343.555.505.042,-78.174.261.935.812
372,CAJAMARCA / CAJABAMBA / CAJABAMBA / CAJABAMBA,CAJABAMBA,"JR. LARA N° 100 ,CAJABAMBA - CAJABAMBA - CAJAMARCA, REF. A UNA CDRA. DEL COMPLEJO DEPORTIVO “SANTA ANA”",CAJABAMBA,CAJAMARCA,(01) 500 7878,-76.268.617.255.628,-78.048.167.560.925
373,CALLAO / CALLAO / BELLAVISTA / BELLAVISTA CALLAO,BELLAVISTA CALLAO,"AV. ELMER FAUCETT 1641 - URB. JARDINES VIRÚ MZ. B LT 46, BELLAVISTA - CALLAO, REF. A 2 CUADRAS DEL CRUCE DE AV. FAUCETT CON AV. VENEZUELA",CALLAO,CALLAO,(01) 500 7878,-12.060.813.729.761.100,-770.975.644.930.893
374,LIMA / LIMA / JESUS MARIA / JESUS MARIA,JESUS MARIA,"AV. MARISCAL LUZURIAGA 584-586 JESÚS MARÍA - LIMA, REF. A CUADRA Y MEDIA DEL PARQUE SAN JOSÉ, PARALELO A LA AV. MELLO FRANCO",LIMA,LIMA,(01) 500 7878,-12.076.277.049.292.100,-770.481.659.884.218
375,TUMBES / TUMBES / TUMBES / TUMBES PUYANGO,TUMBES PUYANGO,"URB. ANDRÉS ARAUJO MORÁN MZ. 28-A LOTE 03 CALLE JACINTO SEMINARIO, REF. AL COSTADO DEL MERCADO PUYANGO",TUMBES,TUMBES,(01) 500 7878,-35.630.010.344.404,-80.426.500.210.134
376,PIURA / AYABACA / PAIMAS / PAIMAS,PAIMAS,"AV. SULLANA S/N, REF. FRENTE AL COMPLEJO EDUCATIVO JUAN VELASCO ALVARADO",AYABACA,PIURA,(01) 500 7878,-462.382.798.467,-79.948.503.000.001
377,LIMA / LIMA / ATE-VITARTE / SANTA CLARA,SANTA CLARA,"Av. Pedro Ruíz Gallo Mz. H Lt. 3. Asoc. Viv. Villa San Luis, Santa Clara - Ate Vitarte - LimaRef: Entre el Real Plaza y la UTP Santa Clara",LIMA,LIMA,(01) 500 7878,-12.013.911.972.067.200,-7.688.419.892.952.260
378,LIMA / LIMA / VILLA EL SALVADOR / ÓVALO MARIÁTEGUI,ÓVALO MARIÁTEGUI,"AV. PASTOR SEVILLA SECT. 6 - GP 7 - MZ. A - LOTE 05  - V.E.S., REF. A 2 CUADRAS DEL ÓVALO MARIÁTEGUI CON 3 DE OCTUBRE",LIMA,LIMA,(01) 500 7878,-12.222.771.994.775.600,-7.694.317.697.476.000
379,LIMA / LIMA / VILLA EL SALVADOR / 01 DE MAYO,01 DE mayo,"AV. 01DE MAYO 1 SECT GP 23 - A MZ N LOTE 13 - V.E.S., REF. AV. PASTOR SEVILLA CON AV. 1 DE MAYO A 2 CUADRAS DEL HOSPITAL DE LA SOLIDARIDAD POR LA RUTA C",LIMA,LIMA,(01) 500 7878,-12.197.813.452.067.500,-7.695.645.150.975.590
380,LIMA / LIMA / SAN JUAN DE MIRAFLORES / AV. CANEVARO,AV. CANEVARO,"AV. CANEVARO 336 - A, REF. A 2 CUADRAS DE LA AV. VARGAS MACHUGA  Y A UNA CUADRA DE LA FISCALÍA PROVINCIAL PENAL DE S.J.M.",LIMA,LIMA,(01) 500 7878,-12.166.336.290.865.100,-769.690.565.560.943
381,LIMA / LIMA / VILLA MARIA DEL TRIUNFO / AV. VILLA MARIA,AV. VILLA MARIA,"AV VILLA MARIA  MZ. G12 LT. 9 - B PS 1 SECT. VILLA MARIA DEL TRIUNFO, REF. AV. VILLA MARIA  A 2 CUADRAS DE LA MUNICIPALIDAD DE VMT Y AL COSTADO DE ESSALUD",LIMA,LIMA,(01) 500 7878,-12.160.054.167.398.700,-7.694.150.305.828.280
382,LIMA / LIMA / SAN JUAN DE MIRAFLORES / AV MIGUEL GRAU  PAMPLONA ALTA,AV MIGUEL GRAU  PAMPLONA ALTA,"AV. ALMIRANTE MIGUEL GRAU MZ. Y3 LT. 29,PAMPLONA ALTA - SAN JUAN DE MIRAFLORES - LIMA, REF. A MEDIA CDRA. DEL MERCADO OLLANTAY PAMPLONAALTA",LIMA,LIMA,,-121.367.497.811.897,-769.658.882.149.969
383,LIMA / LIMA / SANTIAGO DE SURCO / SURCO MATEO PUMACAHUA,SURCO MATEO PUMACAHUA,"AV. SAN JUAN MZ A LOTE 01 MATEO PUMACAHUA - SURCO, REF. A 2 CUADRAS DE LA AV. TUPAC AMARU ENTRE EL LÍMITE DE CHORRILLOS Y SURCO",LIMA,LIMA,(01) 500 7878,-12.191.080.022.844.700,-7.698.405.895.275.960
384,LIMA / LIMA / CARABAYLLO / AV. TUPAC AMARU KM. 23.5,AV. TUPAC AMARU KM. 23.5,"AV. TÚPAC AMARU KM. 23.5 - CARABAYLLO, REF. FRENTE A LA IGLESIA DE MORMONES - A UNA CDRA. DEL ÚLTIMO PARADERO DEL RÁPIDO",LIMA,LIMA,(01) 500 7878,-11.844.310.757.655.700,-7.700.039.932.685.670
385,LIMA / LIMA / LOS OLIVOS / AV. DOS DE OCTUBRE,AV. DOS DE OCTUBRE,"AV. 2 DE OCTUBRE MZ. H LT. 2 - LOS OLIVOS - PRO, REF. AV. 2 DE OCTUBRE CON AV. CANTA CALLAO, AL COSTADO DEL CENTRO DE SAlUD PRO",LIMA,LIMA,(01) 500 7878,-1.195.057.177.592.810,-7.708.493.089.999.890
387,LIMA / LIMA / SAN MARTIN DE PORRES / AV. GERARDO UNGER CDRA 64,AV. GERARDO UNGER CDRA 64,"AV. GERARDO UNGER 6475, URB. SANTA LUISA, 1RA ETAPA, S.M.P., REF. ESQUINA CON AV. 22 DE AGOSTO, LÍMITE CON COMAS / A UNA CDRA. Y MEDIA DE LA COMISARIA SANTA LUZMILA",LIMA,LIMA,(01) 500 7878,-1.194.597.458.951.920,-770.665.273.461.935
389,LIMA / LIMA / SAN MARTIN DE PORRES / GERMÁN AGUIRRE,GERMÁN AGUIRRE,"AV. GERMAN AGUIRRE UGARTE 649 URB. SAN GERMAN - SAN MARTIN DE PORRES, REF. A LA ALTURA DE LA CUADRA 6 DE LA AV. GERMAN AGUIRRE Y A 3 CUADRAS DE AV. TOMAS VALLE",LIMA,LIMA,(01) 500 7878,-12.015.200.628.370.200,-7.707.138.320.411.390
390,LIMA / LIMA / ATE-VITARTE / AV  ESPERANZA,AV  ESPERANZA,"AV. ESPERANZA MZ. K LT. 06 LAS AMERICAS - ATE VITARTE - LIMA, REF. PASANDO MERCADO RAUCANA",LIMA,LIMA,(01) 500 7878,-1.203.197.489.814.290,-7.690.489.476.767.830
391,PIURA / PIURA / LAS LOMAS / LAS LOMAS,LAS LOMAS,"JR. MIGUEL GRAU MZ. H LT. 7, LAS LOMAS - PIURA, REF. AL COSTADO DE CAJA HUANCAYO Y AL COSTADO DE COMISARIA LAS LOMAS",PIURA,PIURA,(01) 500 7878,-46.565.833.861.674,-80.243.888.252.653
392,LIMA / LIMA / CERCADO LIMA / MALVINAS - JR. GARCIA VILLóN,MALVINAS - JR. GARCIA VILLóN,"JR. PRESBÍTERO GARCÍA VILLON NRO. 560 CERCADO LIMA - LIMA, REF. A LA ALTURA DE LA CDRA. 5 DE AV. OSCAR R. BENAVIDES (EX AV. COLONIAL), EN MEDIO DE LAS AV. GUILLERMO DANSEY Y AV. OSCAR R. BENAVIDES (EX COLONIAL)",LIMA,LIMA,(01) 500 7878,-1.204.638.719.584.980,-77.049.473.000.003
393,AREQUIPA / AREQUIPA / UCHUMAYO / UCHUMAYO,UCHUMAYO,"URB. EL CARMEN M. E. LT. 1 CONGATA DEL DISTRITO UCHUMAYO - AREQUIPA, REF. A DOS CDRAS. DE LA COMISARIA CONGATA",AREQUIPA,AREQUIPA,(01) 500 7878,-16.445.521,-7.161.994
394,LIMA / HUAURA / HUAURA / HUAURA,HUAURA,"AV. LAS MALVINAS MZ. C LOTE 16 URB. EL ROSARIO SUR HUAURA, REF. A ESPALDAS DE LA PLAZA DE ARMAS, A 1 CDRA. DE LA CALLE LOS ALAMOS",HUAURA,LIMA,,-110.713.592.723.957,-775.999.746.859.657
395,UCAYALI / PADRE ABAD / AGUAYTIA / AGUAYTÍA,AGUAYTÍA,"U. VECINAL BARRIO UNIDO MZ. 1 LT. 2, PADRE ABAD - UCAYALI, REF. AL COSTADO DEL TERMINAL TERRESTRE DE AGUAYTIA",PADRE ABAD,UCAYALI,(01) 500 7878,-90.356.284.532.572,-75.496.011.504.332
396,LA LIBERTAD / TRUJILLO / TRUJILLO / TRUJILLO LA PERLA,TRUJILLO LA PERLA,"AV. LA PERLA MZ. E LOTE 05 URB. INGENIERIA – TRUJILLO – LA LIBERTAD, REF. A 1 cDRA. DEL COLEGIO BRUNING",TRUJILLO,LA LIBERTAD,(01) 500 7878,-81.279.459.649.259,-79.027.663.092.444
397,TUMBES / ZARUMILLA / ZARUMILLA / ZARUMILLA,ZARUMILLA,"JIRON INDEPENDENCIA 309 ZARUMILLA, REF. ATRÁS DE LA PLAZA DE ARMAS Y FRENTE AL DORADO PASANDO 5 CASAS",ZARUMILLA,TUMBES,(01) 500 7878,-35.026.340.959.138,-80.274.779.168.572
398,PUNO / SAN ROMAN / JULIACA / AV. HUANCANE CDRA. 9,AV. HUANCANE CDRA. 9,"JR. SILLUSTANI N° 202, SAN ROMAN - JULIACA, REF. A 3 CDRAS. DEL HOSPITAL CARLOS MONGE MEDRANO",SAN ROMAN,PUNO,(01) 500 7878,-15.480.556.232.291,-70.117.833.304.412
399,PUNO / SAN ROMAN / JULIACA / LAS MERCEDES,LAS MERCEDES,"JR. PORVENIR N° 228 URB. LAS MERCEDES, SAN ROMAN - PUNO, REF. A UNA CDRA. DE LA AV. CIRCUNVALACION OESTE - A UNA CDRA. DEL TERMINAL LAS MERCEDES",SAN ROMAN,PUNO,(01) 500 7878,-15.483.920.800.815,-70.141.390.859.993
400,TUMBES / TUMBES / TUMBES / TUMBES CO - PANAMERICANA NORTE KM 2360,TUMBES CO - PANAMERICANA NORTE KM 2360,AV. PANAMERICANA NORTE S/N VILLA PRIMAVERA - TUMBES. REF. PASANDO SENATI FRENTE A AGRIPAC,TUMBES,TUMBES,(01) 500 7878,-35.524.449.279.815,-80.419.805.284.875
401,JUNIN / HUANCAYO / HUANCAYO / TERMINAL LOS ANDES,TERMINAL LOS ANDES,"AV. FERROCARRIL S/N - HUANCAYO - COUNTER N° 14, REF. TERMINAL TERRESTRE LOS ANDES, FRENTE AL OPEN PLAZA",HUANCAYO,JUNIN,(01) 500 7878,-12.061.289.165.519,-7.520.892.492.023
402,ICA / ICA / SANTIAGO / ICA SANTIAGO,ICA SANTIAGO,"CENTRO POBLADO SANTIAGO MZ. E, LT. 01 SECTOR II SANTIAGO - ICA - ICA, REF. FRENTE A LA COMISARIA DE SANTIAGO",ICA,ICA,(01) 500 7878,-14.184.709.950.323,-75.714.393.999.999
403,ICA / ICA / LA TINGUINA / LA TINGUIÑA,LA TINGUIÑA,"CALLE FRANCISCO SALES SOTELO N° 298 SUB LOTE 3, LA TINGUIÑA - ICA – ICA, REF. CRUCE DE LA AV.FRNCISCO SALES SOTELO Y AV. JOSE CARLOS MARIATEGUI",ICA,ICA,(01) 500 7878,-14.039.900.990.771,-75.711.601.465.608
404,ICA / ICA / SALAS / SALAS ICA,SALAS ICA,"SUB LOTE 01 ZONA PANAMERICANA SUR KM. 293.350, SALAS GUADALUPE -  ICA - ICA, REF. FRENTE AL ESTADIO DE SALAS GUADALUPE",ICA,ICA,(01) 500 7878,-13.988.307.260.089,-75.771.832.996.982
405,ICA / ICA / ICA / ICA AV. JJ ELIAS,ICA AV. JJ ELIAS,"MANZANA B, SUB-LOTE 02 DEL FUNDO LA PALMA ICA, REF. CRUCE DE AV. CUTERVO CON AV. J.J ELIAS",ICA,ICA,(01) 500 7878,-1.407.358.570.085,-75.731.736.729.448
